names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
It Chapter Two,09/05/2019 ,69.0,"Horror, Fantasy","27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.","Bill Skarsgård, Pennywise, James McAvoy, Bill Denbrough, Jessica Chastain, Beverly Marsh, Bill Hader, Richie Tozier, Isaiah Mustafa, Mike Hanlon, Jay Ryan, Ben Hanscom, James Ransone, Eddie Kaspbrak, Andy Bean, Stanley Uris, Jaeden Martell, Young Bill Denbrough",It Chapter Two, Released, English,79000000.0,473122525.0,AU
The Unholy,04/15/2021 ,67.0,"Horror, Mystery","Alice is young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.","Jeffrey Dean Morgan, Gerry Fenn, Cricket Brown, Alice, William Sadler, Father Hagan, Katie Aselton, Natalie Gates, Cary Elwes, Bishop Gyles, Diogo Morgado, Delgarde, Bates Wilder, Geary, Marina Mazepa, Mary of Elnor, Christine Adams, Monica Slade",The Unholy, Released, English,10000000.0,30792024.0,AU
Cinderella,10/13/1950 ,70.0,"Family, Fantasy, Animation, Romance","Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!","Ilene Woods, Cinderella (voice), Eleanor Audley, Lady Tremaine (voice), Verna Felton, Fairy Godmother (voice), Claire Du Brey, (credit only) (voice), Rhoda Williams, Drizella (voice), James MacDonald, Gus / Jaq (voice), Helene Stanley, (credit only), Luis van Rooten, King / Grand Duke (voice), Don Barclay, Doorman (voice)",Cinderella, Released, English,95000000.0,542351353.0,AU
Cinderella,10/13/1950 ,70.0,"Family, Fantasy, Animation, Romance","Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!","Ilene Woods, Cinderella (voice), Eleanor Audley, Lady Tremaine (voice), Verna Felton, Fairy Godmother (voice), Claire Du Brey, (credit only) (voice), Rhoda Williams, Drizella (voice), James MacDonald, Gus / Jaq (voice), Helene Stanley, (credit only), Luis van Rooten, King / Grand Duke (voice), Don Barclay, Doorman (voice)",Cinderella, Released, English,2900000.0,263591415.0,AU
The Lord of the Rings: The Fellowship of the Ring,12/26/2001 ,84.0,"Adventure, Fantasy, Action","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Elijah Wood, Frodo, Ian McKellen, Gandalf, Liv Tyler, Arwen, Viggo Mortensen, Aragorn, Sean Astin, Sam, Sean Bean, Boromir, Cate Blanchett, Galadriel, John Rhys-Davies, Gimli, Billy Boyd, Pippin",The Lord of the Rings: The Fellowship of the Ring, Released, English,93000000.0,891216824.0,AU
The Hip Hop Nutcracker,11/25/2022 ,57.0,Music,Features Rev Run as he brings audiences on a hip-hop reimagining of The Nutcracker ballet set in NYC.,"Joseph Simmons, Neighborhood MC/Narrator, Mikhail Baryshnikov, Self, Stephen 'tWitch' Boss, Self, Tiler Peck, Self, Viktor White, Self, Allison Holker, Self, Comfort Fedoke, Self, Kida Burns, Self, Dushaunt Fik-Shun Stegall, Self",The Hip Hop Nutcracker, Released, English,92000000.0,220028554.8,US
Margaux,09/09/2022 ,68.0,"Horror, Science Fiction","As a group of seniors celebrate their final college days at a smart house, the house's highly advanced AI system, Margaux, begins to take on a deadly presence of her own. A carefree weekend of partying turns into a dystopian nightmare as they realize Margaux's plans to eliminate her tenants one way or another. Time begins to run out as the group desperately tries to survive and outsmart the smart home.","Madison Pettis, Hannah, Vanessa Morgan, Lexi, Richard Harmon, Clay, Lochlyn Munro, William, Jedidiah Goodacre, Drew, Phoebe Miu, Kayla, Jordan Buhat, Devon, Brittany Mitchell, Martha, Louis Lay, Trainer",Margaux, Released, English,49000000.0,499592777.0,US
Beauty Salon: Special Service,12/29/2016 ,62.0,"Romance, Drama","A legendary beauty salon that is sure to become a regular once you go!”Sir, would you like to have a very hot service?”In order to overcome the financial difficulties of the beauty parlor,It begins to attract the male guests with the special technique that makes it from head to toe.Kurt, Firm, and ‘it’ to open the hair salon is good!","Seo Won, , Hanna, , Kang Min-woo, , Min Do-yoon, ", 미용실 : 특별한 서비스, Released, Korean,119700000.0,333485619.2,KR
Black Widow,07/08/2021 ,74.0,"Action, Adventure, Science Fiction","Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.","Scarlett Johansson, Natasha Romanoff / Black Widow, Florence Pugh, Yelena Belova, Rachel Weisz, Melina Vostokoff, David Harbour, Alexei Shostakov / Red Guardian, Ray Winstone, Dreykov, Olga Kurylenko, Antonia Dreykov, Ever Anderson, Young Natasha, Violet McGraw, Young Yelena, O.T. Fagbenle, Mason",Black Widow, Released, English,200000000.0,379751131.0,AU
Blowback,09/01/2022 ,61.0,"Action, Thriller, Crime","When a master thief is sabotaged during a bank heist and left for dead, he seeks revenge on his former crew one target at a time. Now, with the cops and the mob closing in, he's in the race of his life to reclaim an untold fortune in cryptocurrency from those who double-crossed him.","Randy Couture, Jack, Cam Gigandet, Nick, Michele Plaia, Veronica, Louis Mandylor, Det. Cooper, William McNamara, Doc Byrne, Chris Maher, Sullivan, Rafael Cabrera, Jerry, Benjamin Abiola, Alex, Peter Nikkos, Charpentier",Blowback, Released, English,129000000.0,361706066.8,AU
As They Made Us,04/08/2022 ,55.0,"Drama, Romance, Comedy","Abigail, a divorced mother of two, is struggling to balance the dynamics within her dysfunctional family as she attempts to cultivate new love.","Dianna Agron, Abigail, Simon Helberg, Nathan, Candice Bergen, Barbara, Dustin Hoffman, Eugene, Justin Chu Cary, Jay, Charlie Weber, Peter, Julian Gant, Darrin, Gina Jun, Grad Student, Sweta Keswani, Dr. Patel",As They Made Us, Released, English,158000000.0,184193215.4,US
Frank and Penelope,06/03/2022 ,77.0,"Thriller, Horror, Crime",A tale of love and violence when a man on his emotional last legs finds a savior seductively dancing in a run-down strip club. And a life most certainly headed off a cliff suddenly becomes redirected - as everything is now worth dying for.,"Billy Budinich, Frank, Caylee Cowan, Penelope, Johnathon Schaech, Chisos, Brian Maillard, Cleve, Sydney Scotia, Molly, Kevin Dillon, Sheriff, Donna D'Errico, Mabel, Sean Patrick Flanery, Club Manager, Lin Shaye, Ophelia",Frank and Penelope, Released, English,138100000.0,717029254.0,US
Finding Nemo,08/28/2003 ,78.0,"Animation, Family","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","Albert Brooks, Marlin (voice), Ellen DeGeneres, Dory (voice), Alexander Gould, Nemo (voice), Willem Dafoe, Gill (voice), Brad Garrett, Bloat (voice), Allison Janney, Peach (voice), Austin Pendleton, Gurgle (voice), Stephen Root, Bubbles (voice), Vicki Lewis, Deb / Flo (voice)",Finding Nemo, Released, English,94000000.0,936094852.0,AU
Ben-Hur,08/25/2016 ,57.0,"Action, History, Adventure, Drama",A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,"Jack Huston, Judah Ben-Hur, Pilou Asbæk, Pontius Pilate, Rodrigo Santoro, Jésus Christ, Morgan Freeman, Sheik Ilderim, Ayelet Zurer, Naomi Ben-Hur, Toby Kebbell, Messala Severus, Nazanin Boniadi, Esther, Sofia Black-D'Elia, Tirzah Ben-Hur, Marwan Kenzari, Druses",Ben-Hur, Released, English,95000000.0,91669648.0,AU
Ben-Hur,08/25/2016 ,57.0,"Action, History, Adventure, Drama",A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,"Jack Huston, Judah Ben-Hur, Pilou Asbæk, Pontius Pilate, Rodrigo Santoro, Jésus Christ, Morgan Freeman, Sheik Ilderim, Ayelet Zurer, Naomi Ben-Hur, Toby Kebbell, Messala Severus, Nazanin Boniadi, Esther, Sofia Black-D'Elia, Tirzah Ben-Hur, Marwan Kenzari, Druses",Ben-Hur, Released, English,15000000.0,73259017.0,AU
Don't Open the Door,11/30/2022 ,71.0,Horror,"Fausto and Esther childhood was tormented. Fausto, trying to escape from his father. Esther, mistreated by her brother-in-law. They both begin to be involved in a supernatural situation. Over which they have no control.","Ximena Lamadrid, Esther, Iñaki Godoy, Fausto, Alberto Guerra, Omar, Rubén Zamora, Professor Bernard, Mauro González, Eladio, Enrique Arreola, Hugo, Mauro Sánchez Navarro, Rich, Alfonso Borbolla, Roberto, Carolina Politi, Luz", No abras la puerta, Released," Spanish, Castilian",78300000.0,349714816.8,MX
Grown Ups 2,09/26/2013 ,61.0,Comedy,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.","Adam Sandler, Lenny Feder, Kevin James, Eric Lamonsoff, Chris Rock, Kurt McKenzie, David Spade, Marcus Higgins, Salma Hayek, Roxanne Chase-Feder, Maya Rudolph, Deanne McKenzie, Maria Bello, Sally Lamonsoff, Nick Swardson, Nick, Steve Buscemi, Wiley",Grown Ups 2, Released, English,80000000.0,247023808.0,AU
High School Teacher: Maturing,01/15/1985 ,60.0,Drama,"A female highschool teacher must deal with sexual harrassment from her students and being trapped in a love triangle with two men, neither of whom has any interest in marrying her.","Rei Akasaka, Kayoko Ishima, Saeko Kuga, Yumi Asakura, Toshiyuki Kitami, Satoru Masaoka, Jouji Nakata, Kunio Yoneda, Kosuke Yoda, Ichiro Kanai, Ryoko Watanabe, Shizuko Yoneda, Koji Umeda, School Boy A, Kunpei Sakamoto, Kôta Matsumoto", 高校教師・成熟, Released, Japanese,73800000.0,346352260.6,JP
Thor,04/21/2011 ,68.0,"Adventure, Fantasy, Action","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.","Chris Hemsworth, Thor Odinson, Natalie Portman, Jane Foster, Tom Hiddleston, Loki, Anthony Hopkins, Odin, Stellan Skarsgård, Erik Selvig, Kat Dennings, Darcy Lewis, Clark Gregg, Phil Coulson, Colm Feore, King Laufey, Idris Elba, Heimdall",Thor, Released, English,150000000.0,449326618.0,AU
Batman and Superman: Battle of the Super Sons,10/18/2022 ,79.0,"Animation, Action, Science Fiction","After discovering he has powers, 11-year-old Jonathan Kent and assassin-turned-Boy-Wonder Damian Wayne must join forces to rescue their fathers (Superman & Batman) and save the planet from the malevolent alien force known as Starro.","Jack Dylan Grazer, Jonathan Kent / Superboy (voice), Jack Griffo, Damian Wayne / Robin (voice), Laura Bailey, Lois Lane (voice), Troy Baker, Bruce Wayne / Batman (voice), Travis Willingham, Clark Kent / Superman (voice), Darin De Paul, Lex Luthor / Starro (voice), Tom Kenny, Green Arrow / Penguin / Principal (voice), Zeno Robinson, Jimmy Olsen / Melvin Masters (voice), Nolan North, Jor-El (voice)",Batman and Superman: Battle of the Super Sons, Released, English,148000000.0,1180818577.6,US
Captain America: Civil War,04/28/2016 ,74.0,"Adventure, Action, Science Fiction","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","Chris Evans, Steve Rogers / Captain America, Robert Downey Jr., Tony Stark / Iron Man, Scarlett Johansson, Natasha Romanoff / Black Widow, Sebastian Stan, James 'Bucky' Barnes / Winter Soldier, Anthony Mackie, Sam Wilson / Falcon, Don Cheadle, Lieutenant James 'Rhodey' Rhodes / War Machine, Jeremy Renner, Clint Barton / Hawkeye, Chadwick Boseman, T'Challa / Black Panther, Paul Bettany, Vision",Captain America: Civil War, Released, English,250000000.0,1151899586.0,AU
Dungeons & Dragons: Wrath of the Dragon God,10/08/2005 ,43.0,"Action, Adventure, Fantasy, TV Movie","Due to a curse from his former master Profion, Damodar survived his death by Ridley Freeborn as an undead entity in pursuit of an evil artifact for some hundred years, so that he might be capable of unleashing unstoppable destruction on Izmir and the descendants of those who caused his demise.","Bruce Payne, Damodar, Mark Dymond, Berek, Clemency Burton-Hill, Melora, Ellie Chidzey, Lux, Tim Stern, Nim, Lucy Gaskell, Ormaline, Leonardas Pobedonoscevas, Barnaby",Dungeons & Dragons: Wrath of the Dragon God, Released, English,102300000.0,633555866.2,GB
Doctor Strange,10/27/2016 ,74.0,"Action, Adventure, Fantasy","After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.","Benedict Cumberbatch, Stephen Strange / Doctor Strange, Chiwetel Ejiofor, Karl Mordo, Rachel McAdams, Dr. Christine Palmer, Benedict Wong, Wong, Mads Mikkelsen, Kaecilius, Tilda Swinton, The Ancient One, Michael Stuhlbarg, Dr. Nicodemus West, Benjamin Bratt, Jonathan Pangborn, Scott Adkins, Lucian / Strong Zealot",Doctor Strange, Released, English,165000000.0,676343174.0,AU
Transformers: Age of Extinction,06/26/2014 ,59.0,"Science Fiction, Action, Adventure","As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.","Mark Wahlberg, Cade Yeager, Stanley Tucci, Joshua Joyce, Nicola Peltz Beckham, Tessa Yeager, Jack Reynor, Shane Dyson, Titus Welliver, James Savoy, Kelsey Grammer, Harold Attinger, Sophia Myles, Darcy Tirrel, Li Bingbing, Su Yueming, T.J. Miller, Lucas Flannery",Transformers: Age of Extinction, Released, English,210000000.0,1104054072.0,AU
Carter,08/05/2022 ,62.0,"Action, Thriller","Carter, who awakens two months into a deadly pandemic originating from the DMZ that has already devastated US and North Korea. He who has no recollections of his past finds a mysterious device in his head, and a lethal bomb in his mouth. A voice in his ears gives him orders to avoid getting killed and he's thrown into a mysterious operation while the CIA and North Korean coup chase him close.","Joo Won, Carter, Lee Sung-jae, Kim Jong-hyeok, Jeong So-ri, Han Jung-hee, Kim Bo-min, Ha-na, Camilla Belle, Agnes, Mike Colter, Smith, Jung Jae-young, Dr. Jung Byeong-ho, Jung Hae-kyun, Director Kim, Yeo Dae-hyun, Ri Cheol-ju", 카터, Released, Korean,38200000.0,319040588.8,KR
ODDTAXI in the Woods,04/01/2022 ,67.0,"Animation, Comedy, Mystery",Reconstruction of the television anime that will also depict what happens after its finale with a new story written by Kazuya Konomoto.,"Natsuki Hanae, Odokawa (voice), Riho Iida, Shirakawa (voice), Ryohei Kimura, Gо̄riki (voice), Suzuko Mimori, Rui Nikaidо̄ (voice), Moeka Koizumi, Shiho Ichimura (voice), Kenji Hamada, Dobu (voice)", 映画 オッドタクシー イン・ザ・ウッズ, Released, Japanese,116000000.0,616543720.6,JP
Joseph: King of Dreams,11/07/2000 ,68.0,"Family, Animation","In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers.","Ben Affleck, Joseph (voice), Mark Hamill, Judah (voice), Richard Herd, Jacob (voice), Maureen McGovern, Rachel (voice), Jodi Benson, Asenath (voice), Judith Light, Zuleika (voice), James Eckhouse, Potiphar (voice), Richard McGonagle, Pharaoh (voice), René Auberjonois, Butler (voice)",Joseph: King of Dreams, Released, English,79000000.0,601957369.0,US
The Call of the Wild,02/20/2020 ,76.0,"Adventure, Family, Drama","Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.","Harrison Ford, John Thornton, Dan Stevens, Hal, Colin Woodell, Charles, Karen Gillan, Mercedes, Omar Sy, Perreault, Raven Scott, Pastry Chef, Wes Brown, Mountie, Cara Gee, Françoise, Jean Louisa Kelly, Katie Miller",The Call of the Wild, Released, English,125000000.0,107351191.0,AU
No Exit,02/25/2022 ,70.0,"Thriller, Mystery","Stranded at a rest stop in the mountains during a blizzard, a recovering addict discovers a kidnapped child hidden in a car belonging to one of the people inside the building which sets her on a terrifying struggle to identify who among them is the kidnapper.","Havana Rose Liu, Darby, Danny Ramirez, Ash, Dennis Haysbert, Ed, David Rysdahl, Lars, Dale Dickey, Sandi, Mila Harris, Jay, Benedict Wall, Cpl. Ron Hill, James Gaylyn, Dr. Bill, Lisa Zhang, Devon",No Exit, Released, English,59500000.0,596465139.4,AU
The Addams Family 2,01/06/2022 ,71.0,"Animation, Adventure, Comedy, Family, Fantasy, Horror",The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,"Oscar Isaac, Gomez Addams (voice), Charlize Theron, Morticia Addams (voice), Chloë Grace Moretz, Wednesday Addams (voice), Javon Walton, Pugsley Addams (voice), Nick Kroll, Uncle Fester (voice), Snoop Dogg, Cousin Itt (voice), Bette Midler, Grandma (voice), Bill Hader, Cyrus Strange (voice), Wallace Shawn, Mr. Mustela (voice)",The Addams Family 2, Released, English,9330400.0,119815153.0,AU
An Interview with God,10/25/2018 ,71.0,"Drama, Mystery",An up-and-coming journalist finds his world and faith increasingly challenged when he's granted the interview of a lifetime – with someone who claims to be God.,"Brenton Thwaites, Paul Asher, David Strathairn, The Man, Hill Harper, Gary, Yael Grobglas, Sarah Asher, Charlbi Dean, Grace, Bobby Di Cicco, Bobby, Meagan Kimberly Smith, Office Worker",An Interview with God, Released, English,105000000.0,496783754.4,AU
Dune,12/02/2021 ,78.0,"Science Fiction, Adventure","Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.","Timothée Chalamet, Paul Atreides, Rebecca Ferguson, Lady Jessica Atreides, Oscar Isaac, Duke Leto Atreides, Josh Brolin, Gurney Halleck, Stellan Skarsgård, Baron Vladimir Harkonnen, Dave Bautista, Beast Rabban Harkonnen, Sharon Duncan-Brewster, Dr. Liet Kynes, Stephen McKinley Henderson, Thufir Hawat, Zendaya, Chani",Dune, Released, English,165000000.0,391774790.0,AU
Dune,12/02/2021 ,78.0,"Science Fiction, Adventure","Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.","Timothée Chalamet, Paul Atreides, Rebecca Ferguson, Lady Jessica Atreides, Oscar Isaac, Duke Leto Atreides, Josh Brolin, Gurney Halleck, Stellan Skarsgård, Baron Vladimir Harkonnen, Dave Bautista, Beast Rabban Harkonnen, Sharon Duncan-Brewster, Dr. Liet Kynes, Stephen McKinley Henderson, Thufir Hawat, Zendaya, Chani",Dune, Released, English,45000000.0,27503491.0,AU
L.O.L. Surprise! Winter Fashion Show,10/24/2022 ,79.0,Animation,The collection with which Neonlicious was to make her debut mysteriously disappears. Now you have to use all your creativity and improvise new designs for the big parade!,"Sabrina Fest, Neonlicious, Nerida Bronwen, Sashay, Ruby Barrios, LaRose, Randi DeMarco, Twist Queen, Hillary Jones, Lady Braids, Alex Cazares, City Babe, Paris Dunbar, Royal Bee",L.O.L. Surprise! Winter Fashion Show, Released, English,118400000.0,599966189.2,US
Up,09/03/2009 ,79.0,"Animation, Comedy, Family, Adventure","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.","Ed Asner, Carl Fredricksen (voice), Christopher Plummer, Charles F. Muntz (voice), Jordan Nagai, Russell (voice), Bob Peterson, Dug / Alpha (voice), Delroy Lindo, Beta (voice), Jerome Ranft, Gamma (voice), John Ratzenberger, Construction Foreman Tom (voice), David Kaye, Newsreel Announcer (voice), Elie Docter, Young Ellie (voice)",Up, Released, English,175000000.0,731463377.0,AU
Pirates of the Caribbean: Dead Men Tell No Tales,05/25/2017 ,66.0,"Adventure, Action, Fantasy","Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.","Johnny Depp, Jack Sparrow, Javier Bardem, Armando Salazar, Geoffrey Rush, Hector Barbossa, Brenton Thwaites, Henry Turner, Kaya Scodelario, Carina Smyth, Kevin McNally, Joshamee Gibbs, Golshifteh Farahani, Shansa, David Wenham, Scarfield, Stephen Graham, Scrum",Pirates of the Caribbean: Dead Men Tell No Tales, Released, English,230000000.0,794861794.0,AU
The Amazing Spider-Man 2,04/17/2014 ,65.0,"Action, Adventure, Fantasy","For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.","Andrew Garfield, Peter Parker / Spider-Man, Emma Stone, Gwen Stacy, Jamie Foxx, Max Dillon / Electro, Dane DeHaan, Harry Osborn / Green Goblin, Colm Feore, Donald Menken, Felicity Jones, Felicia Hardy, Paul Giamatti, Aleksei Sytsevich / The Rhino, Sally Field, Aunt May, Embeth Davidtz, Mary Parker",The Amazing Spider-Man 2, Released, English,200000000.0,708996336.0,AU
Ice Age: Dawn of the Dinosaurs,07/01/2009 ,67.0,"Animation, Comedy, Family, Adventure","Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.","Ray Romano, Manny (voice), John Leguizamo, Sid (voice), Denis Leary, Diego (voice), Queen Latifah, Ellie (voice), Simon Pegg, Buck (voice), Seann William Scott, Crash (voice), Josh Peck, Eddie (voice), Chris Wedge, Scrat (voice), Karen Disher, Scratte (voice)",Ice Age: Dawn of the Dinosaurs, Released, English,90000000.0,886686817.0,AU
The princess,08/05/2022 ,73.0,Action,"Refusing to marry a drug lord, Grecia is determined to pay her father's debt herself. To earn the money, she decides to bet in the Sinaloa palenques, where she meets Armando. He is immediately captivated by her beauty and fearless attitude. But, little does he know that falling for her will be his most dangerous endeavor. Based on the famous corrido hit ""La Princesa"", by Alfredo Ríos ""El Komander"".","Fernando Ciangherotti, Ricardo, Palmeira Cruz, Grecia, Alfredo Rios El Komander, Armando, Lourdes Munguía, Julia, Héctor Soberón, Pacheco", La Princesa, Released," Spanish, Castilian",104400000.0,492717594.8,MX
Alien Sniperess,04/08/2022 ,37.0,"Action, Science Fiction, Fantasy",A female sniper on military leave promises to fulfill her fiancé’s dying wish until she encounters a hostile alien invasion and is tasked with saving countless lives.,"Olivia Okoro, Chioma, Sean Laguna, Aaron, Douglas Savage, Lucas, Bourke Floyd, Deputy Patrick Marshall, Sean J. Dillingham, Dr. Clark, Mark Speno, Agent Marks, Alaina Laethem, Kelly, Camille Kerber, Liz, Dan Weisgerber, Mr. Kent",Alien Sniperess, Released, English,58670000.0,385960548.2,US
Toy Story 2,12/02/1999 ,76.0,"Animation, Comedy, Family","Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","Tom Hanks, Woody (voice), Tim Allen, Buzz Lightyear (voice), Joan Cusack, Jessie the Yodeling Cowgirl (voice), Kelsey Grammer, Stinky Pete the Prospector (voice), Don Rickles, Mr. Potato Head (voice), Jim Varney, Slinky Dog (voice), Wallace Shawn, Rex the Green Dinosaur (voice), John Ratzenberger, Hamm the Piggy Bank (voice), Annie Potts, Bo Peep (voice)",Toy Story 2, Released, English,90000000.0,511358276.0,AU
Reggie,03/23/2023 ,54.0,Documentary,"One of sport’s first and most influential megastars, beloved baseball icon and 5-time World Series champion Reggie Jackson contemplates his legacy as a trailblazing Black athlete fighting for dignity, respect, and a seat at the table in this intimate and revealing documentary exploring his life and barrier-busting career.","Reggie Jackson, Self, Julius Erving, Self, Hank Aaron, Self, Derek Jeter, Self",Reggie, Released, English,138800000.0,293853255.2,US
Renfield,05/25/2023 ,83.0,"Comedy, Horror, Fantasy","Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.","Nicholas Hoult, R.M. Renfield, Nicolas Cage, Count Dracula, Awkwafina, Rebecca Quincy, Ben Schwartz, Tedward 'Teddy' Lobo, Adrian Martinez, Chris Marcos, Jenna Kanell, Carol, Shohreh Aghdashloo, Ella, Bess Rous, Caitlyn, James Moses Black, Captain J. Browning",Renfield, Released, English,86203077.0,12076404.0,AU
Barbie: Mermaid Power,07/17/2022 ,73.0,Animation,"Join Barbie “Brooklyn” Roberts, Barbie “Malibu” Roberts, and her sisters Skipper, Stacie, and Chelsea on an underwater adventure as they transform into mermaids to help save the world of Pacifica! In Barbie Mermaid Power™, Barbie and Barbie are summoned by Isla (from Dolphin Magic) to compete to be the underwater Power Keeper in a series of challenges designed to find their inner powers. Through these competitions, they discover whether they are mermaids of Earth, Air, Water, or Fire, all while making new animal and mermaid friends. In this fish-tale of friendship, adventure, and bravery, Barbie, Barbie, and family experience first-hand what it’s like to balance the worlds above and below the sea and learn a lesson in finding their inner powers along the way.","America Young, Malibu (Barbie) (voice), Tatiana Varria, Brooklyn (Barbie) (voice), Kirsten Day, Skipper (voice), Tiana Camacho, Talleigha Fishtail (voice), Melanie Minichino, Marlo / Mermaid 2 (voice), Madelyn Kratzer, Aquaryah Aquavilla (voice), Johnny Yong Bosch, Finn / Waiter (voice), Vivian Lu, Isla / Dr. Tang (voice), Natalie Lashkari, Chelsea (voice)",Barbie: Mermaid Power, Released, English,123600000.0,590203752.2,AU
Grown Ups,06/24/2010 ,64.0,Comedy,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.","Adam Sandler, Lenny Feder, Kevin James, Eric Lamonsoff, Chris Rock, Kurt McKenzie, David Spade, Marcus Higgins, Rob Schneider, Rob Hilliard, Salma Hayek, Roxanne Chase-Feder, Maria Bello, Sally Lamonsoff, Maya Rudolph, Deanne McKenzie, Steve Buscemi, Wiley",Grown Ups, Released, English,75000000.0,272222420.0,AU
